incident_id,timestamp,latitude,longitude,crime_type
CRAVE-00102,2026-03-01T21:03:00,26.75309,80.88722,VANDALISM
CRAVE-00103,2026-03-31T08:54:00,26.86091,80.91211,ASSAULT
CRAVE-00104,2026-01-01T19:19:00,26.84056,80.95655,ASSAULT
CRAVE-00105,2026-03-11T07:47:00,26.80738,80.91652,BURGLARY
CRAVE-00106,2026-03-04T15:17:00,26.78973,80.82464,ROBBERY
CRAVE-00107,2026-03-28T05:51:00,26.78469,80.84641,ASSAULT
CRAVE-00108,2026-01-18T03:34:00,26.72431,80.88304,VANDALISM
CRAVE-00109,2026-03-26T08:05:00,26.82284,80.84171,ASSAULT
CRAVE-00110,2026-01-24T09:16:00,26.78066,80.85387,ROBBERY
CRAVE-00111,2026-02-13T20:17:00,26.84032,80.95311,ROBBERY
CRAVE-00112,2026-01-11T23:01:00,26.83984,80.82833,ROBBERY
CRAVE-00113,2026-01-30T04:04:00,26.845,80.92428,THEFT
CRAVE-00114,2026-02-01T14:53:00,26.72326,80.84438,BURGLARY
CRAVE-00115,2026-03-03T05:07:00,26.81024,80.85487,FRAUD
CRAVE-00116,2026-02-02T19:10:00,26.81694,80.9742,FRAUD
CRAVE-00117,2026-01-15T13:19:00,26.7373,80.82411,ROBBERY
CRAVE-00118,2026-03-16T05:58:00,26.87331,80.88346,FRAUD
CRAVE-00119,2026-01-26T10:37:00,26.8305,80.92036,THEFT
CRAVE-00120,2026-03-31T17:54:00,26.82948,80.94888,VANDALISM
CRAVE-00121,2026-01-06T19:34:00,26.78854,80.87929,VANDALISM
CRAVE-00122,2026-03-24T18:00:00,26.85593,80.95157,THEFT
CRAVE-00123,2026-02-25T19:40:00,26.86265,80.89356,BURGLARY
CRAVE-00124,2026-02-25T13:46:00,26.80348,80.92407,VANDALISM
CRAVE-00125,2026-03-10T23:29:00,26.78969,80.93696,ROBBERY
CRAVE-00126,2026-02-11T15:53:00,26.86954,80.86463,ASSAULT
CRAVE-00127,2026-02-01T22:36:00,26.81765,80.88064,THEFT
CRAVE-00128,2026-03-05T18:11:00,26.79801,80.87677,ROBBERY
CRAVE-00129,2026-02-13T16:56:00,26.81538,80.96082,VANDALISM
CRAVE-00130,2026-01-03T00:12:00,26.7337,80.93521,ASSAULT
CRAVE-00131,2026-03-13T15:44:00,26.79617,80.93389,ASSAULT
CRAVE-00132,2026-01-03T10:18:00,26.75546,80.93069,ROBBERY
CRAVE-00133,2026-03-27T02:23:00,26.79572,80.90495,ASSAULT
CRAVE-00134,2026-03-12T18:22:00,26.83246,80.86335,ROBBERY
CRAVE-00135,2026-01-30T11:46:00,26.75081,80.83913,VANDALISM
CRAVE-00136,2026-03-30T13:12:00,26.75462,80.89747,FRAUD
CRAVE-00137,2026-03-18T00:38:00,26.76528,80.83608,BURGLARY
CRAVE-00138,2026-02-07T15:23:00,26.74871,80.82226,VANDALISM
CRAVE-00139,2026-01-17T16:02:00,26.87589,80.90854,FRAUD
CRAVE-00140,2026-01-18T04:55:00,26.84045,80.83641,THEFT
CRAVE-00141,2026-03-15T17:30:00,26.79659,80.87451,THEFT
CRAVE-00142,2026-02-02T23:07:00,26.85154,80.88411,THEFT
CRAVE-00143,2026-03-16T04:43:00,26.72858,80.84387,VANDALISM
CRAVE-00144,2026-02-08T10:15:00,26.73895,80.94231,VANDALISM
CRAVE-00145,2026-03-19T03:14:00,26.84411,80.88086,ASSAULT
CRAVE-00146,2026-02-09T02:27:00,26.76886,80.91936,VANDALISM
CRAVE-00147,2026-01-13T14:40:00,26.75376,80.92567,BURGLARY
CRAVE-00148,2026-01-31T13:35:00,26.73201,80.82043,ASSAULT
CRAVE-00149,2026-03-31T03:30:00,26.7666,80.85704,FRAUD
CRAVE-00150,2026-02-07T06:55:00,26.79265,80.92998,ROBBERY
CRAVE-00151,2026-03-23T02:42:00,26.84862,80.85165,THEFT
CRAVE-00152,2026-03-11T15:41:00,26.74384,80.8625,BURGLARY
CRAVE-00153,2026-01-10T09:10:00,26.84682,80.91521,VANDALISM
CRAVE-00154,2026-02-06T22:07:00,26.79499,80.86865,ASSAULT
CRAVE-00155,2026-02-05T00:34:00,26.79901,80.83287,THEFT
CRAVE-00156,2026-02-26T07:20:00,26.81659,80.82414,BURGLARY
CRAVE-00157,2026-03-29T02:37:00,26.87213,80.97993,FRAUD
CRAVE-00158,2026-02-05T02:02:00,26.8421,80.84803,VANDALISM
CRAVE-00159,2026-03-25T22:58:00,26.76451,80.97951,ASSAULT
CRAVE-00160,2026-03-23T23:05:00,26.7952,80.88534,ROBBERY
CRAVE-00161,2026-03-27T11:54:00,26.74573,80.88586,ASSAULT
CRAVE-00162,2026-02-07T05:25:00,26.85017,80.90802,ASSAULT
CRAVE-00163,2026-01-12T18:16:00,26.77172,80.97523,ASSAULT
CRAVE-00164,2026-03-07T08:42:00,26.8591,80.89392,THEFT
CRAVE-00165,2026-01-26T00:23:00,26.81962,80.89976,ASSAULT
CRAVE-00166,2026-01-07T14:17:00,26.80788,80.96843,ASSAULT
CRAVE-00167,2026-03-31T23:07:00,26.72462,80.9208,BURGLARY
CRAVE-00168,2026-01-21T17:35:00,26.72219,80.88528,BURGLARY
CRAVE-00169,2026-01-15T22:07:00,26.82363,80.84464,FRAUD
CRAVE-00170,2026-02-08T00:45:00,26.76375,80.95356,ASSAULT
CRAVE-00171,2026-02-01T22:35:00,26.74314,80.8505,VANDALISM
CRAVE-00172,2026-03-08T07:56:00,26.74184,80.83117,ASSAULT
CRAVE-00173,2026-02-14T00:17:00,26.85129,80.86525,ROBBERY
CRAVE-00174,2026-03-18T02:42:00,26.79834,80.84378,VANDALISM
CRAVE-00175,2026-03-03T19:21:00,26.80831,80.90695,ASSAULT
CRAVE-00176,2026-02-11T14:44:00,26.75821,80.88128,ASSAULT
CRAVE-00177,2026-01-06T18:47:00,26.79568,80.96615,ASSAULT
CRAVE-00178,2026-02-20T05:50:00,26.85132,80.97693,ASSAULT
CRAVE-00179,2026-01-05T12:32:00,26.87446,80.87312,THEFT
CRAVE-00180,2026-02-26T11:33:00,26.86567,80.82246,BURGLARY
CRAVE-00181,2026-02-23T04:09:00,26.73197,80.94504,ROBBERY
CRAVE-00182,2026-02-14T03:44:00,26.7836,80.83285,ROBBERY
CRAVE-00183,2026-03-29T01:24:00,26.87266,80.92029,ASSAULT
CRAVE-00184,2026-03-11T09:39:00,26.73095,80.92099,ROBBERY
CRAVE-00185,2026-01-31T07:05:00,26.78944,80.83575,FRAUD
CRAVE-00186,2026-01-13T22:10:00,26.83104,80.96455,THEFT
CRAVE-00187,2026-02-11T09:18:00,26.77735,80.88891,BURGLARY
CRAVE-00188,2026-03-09T21:36:00,26.82909,80.84881,BURGLARY
CRAVE-00189,2026-01-12T03:55:00,26.78121,80.9293,ASSAULT
CRAVE-00190,2026-03-16T12:14:00,26.79378,80.86064,ROBBERY
CRAVE-00191,2026-03-27T08:57:00,26.84874,80.96419,FRAUD
CRAVE-00192,2026-03-11T13:04:00,26.79068,80.87529,VANDALISM
CRAVE-00193,2026-02-09T04:27:00,26.83045,80.89309,ROBBERY
CRAVE-00194,2026-01-26T20:54:00,26.79731,80.85795,VANDALISM
CRAVE-00195,2026-02-16T02:18:00,26.87883,80.86724,FRAUD
CRAVE-00196,2026-02-20T16:00:00,26.81055,80.92973,FRAUD
CRAVE-00197,2026-01-08T03:47:00,26.79948,80.96466,ROBBERY
CRAVE-00198,2026-01-31T03:51:00,26.77637,80.92186,VANDALISM
CRAVE-00199,2026-02-03T05:48:00,26.83535,80.92547,BURGLARY
CRAVE-00200,2026-03-22T11:57:00,26.82039,80.82631,ASSAULT
CRAVE-00201,2026-01-06T02:23:00,26.83718,80.83442,ROBBERY
CRAVE-00202,2026-02-12T07:26:00,26.7481,80.84115,VANDALISM
CRAVE-00203,2026-02-17T00:32:00,26.86616,80.95288,ROBBERY
CRAVE-00204,2026-03-03T17:47:00,26.85926,80.94868,ASSAULT
CRAVE-00205,2026-01-10T12:48:00,26.87464,80.95762,FRAUD
CRAVE-00206,2026-03-28T20:54:00,26.84873,80.87852,ASSAULT
CRAVE-00207,2026-01-02T16:34:00,26.73977,80.87897,FRAUD
CRAVE-00208,2026-03-28T16:37:00,26.78096,80.92217,ROBBERY
CRAVE-00209,2026-01-15T05:14:00,26.79544,80.91913,VANDALISM
CRAVE-00210,2026-02-12T03:14:00,26.82362,80.92166,ASSAULT
CRAVE-00211,2026-03-31T17:41:00,26.78533,80.84236,THEFT
CRAVE-00212,2026-02-08T23:07:00,26.73555,80.96196,BURGLARY
CRAVE-00213,2026-02-19T22:23:00,26.82728,80.9389,VANDALISM
CRAVE-00214,2026-02-24T02:47:00,26.83626,80.96167,FRAUD
CRAVE-00215,2026-01-13T23:39:00,26.7853,80.97224,THEFT
CRAVE-00216,2026-03-30T19:13:00,26.79094,80.97209,ROBBERY
CRAVE-00217,2026-01-14T05:23:00,26.80711,80.97645,ROBBERY
CRAVE-00218,2026-01-08T20:17:00,26.75037,80.83955,ASSAULT
CRAVE-00219,2026-01-13T05:13:00,26.82267,80.91554,THEFT
CRAVE-00220,2026-01-07T18:15:00,26.87821,80.94592,BURGLARY
CRAVE-00221,2026-01-10T01:13:00,26.81382,80.95009,BURGLARY
CRAVE-00222,2026-02-12T12:50:00,26.86408,80.82045,BURGLARY
CRAVE-00223,2026-01-18T01:16:00,26.84776,80.83759,THEFT
CRAVE-00224,2026-01-17T08:22:00,26.8464,80.85807,ROBBERY
CRAVE-00225,2026-01-03T13:16:00,26.72838,80.93867,VANDALISM
CRAVE-00226,2026-01-16T07:04:00,26.7962,80.94448,VANDALISM
CRAVE-00227,2026-03-17T11:28:00,26.80061,80.97127,THEFT
CRAVE-00228,2026-03-27T00:19:00,26.79329,80.97424,THEFT
CRAVE-00229,2026-03-03T20:27:00,26.82978,80.89844,ASSAULT
CRAVE-00230,2026-01-10T10:20:00,26.81733,80.83051,ROBBERY
CRAVE-00231,2026-03-22T04:37:00,26.80774,80.87203,VANDALISM
CRAVE-00232,2026-03-09T17:29:00,26.80089,80.88883,FRAUD
CRAVE-00233,2026-01-16T04:41:00,26.86043,80.90821,BURGLARY
CRAVE-00234,2026-02-25T22:56:00,26.75656,80.87423,ASSAULT
CRAVE-00235,2026-02-21T21:46:00,26.73521,80.88828,FRAUD
CRAVE-00236,2026-02-02T19:09:00,26.82989,80.89588,THEFT
CRAVE-00237,2026-01-11T10:27:00,26.73545,80.93821,BURGLARY
CRAVE-00238,2026-03-13T09:37:00,26.87306,80.90987,FRAUD
CRAVE-00239,2026-01-16T21:22:00,26.85978,80.97058,ASSAULT
CRAVE-00240,2026-01-07T17:38:00,26.76999,80.83658,VANDALISM
CRAVE-00241,2026-01-28T12:42:00,26.79715,80.95556,ROBBERY
CRAVE-00242,2026-03-13T19:07:00,26.84202,80.91186,ASSAULT
CRAVE-00243,2026-03-14T03:39:00,26.828,80.90908,VANDALISM
CRAVE-00244,2026-03-27T06:17:00,26.72463,80.86372,ROBBERY
CRAVE-00245,2026-02-13T19:00:00,26.74902,80.84292,FRAUD
CRAVE-00246,2026-02-21T10:09:00,26.83856,80.97549,THEFT
CRAVE-00247,2026-03-09T14:24:00,26.78717,80.87454,ROBBERY
CRAVE-00248,2026-02-10T07:20:00,26.84429,80.91081,THEFT
CRAVE-00249,2026-01-07T12:10:00,26.84071,80.82796,THEFT
CRAVE-00250,2026-02-04T22:42:00,26.78784,80.91713,ASSAULT
CRAVE-00251,2026-02-04T14:48:00,26.80198,80.87523,THEFT
CRAVE-00252,2026-02-07T05:43:00,26.8149,80.90431,ROBBERY
CRAVE-00253,2026-01-06T15:25:00,26.87751,80.82877,BURGLARY
CRAVE-00254,2026-02-08T14:49:00,26.74196,80.86088,ROBBERY
CRAVE-00255,2026-01-16T08:31:00,26.83952,80.84811,ASSAULT
CRAVE-00256,2026-03-11T06:14:00,26.80004,80.95334,ROBBERY
CRAVE-00257,2026-01-10T20:55:00,26.83873,80.8898,ASSAULT
CRAVE-00258,2026-01-10T18:36:00,26.78869,80.88471,FRAUD
CRAVE-00259,2026-02-23T17:07:00,26.78481,80.97459,BURGLARY
CRAVE-00260,2026-03-21T22:53:00,26.83034,80.8779,ASSAULT
CRAVE-00261,2026-01-14T15:27:00,26.81422,80.90383,ASSAULT
CRAVE-00262,2026-02-10T07:21:00,26.75545,80.94466,THEFT
CRAVE-00263,2026-03-08T04:07:00,26.8049,80.85102,ROBBERY
CRAVE-00264,2026-02-15T07:52:00,26.82327,80.84363,THEFT
CRAVE-00265,2026-01-19T16:12:00,26.74776,80.84446,FRAUD
CRAVE-00266,2026-01-10T13:49:00,26.82047,80.89423,VANDALISM
CRAVE-00267,2026-03-16T22:43:00,26.86786,80.91032,FRAUD
CRAVE-00268,2026-03-21T18:55:00,26.87536,80.87058,ASSAULT
CRAVE-00269,2026-01-09T23:28:00,26.82102,80.94741,VANDALISM
CRAVE-00270,2026-01-08T19:32:00,26.73187,80.89388,THEFT
CRAVE-00271,2026-01-08T19:53:00,26.76593,80.92315,THEFT
CRAVE-00272,2026-03-21T03:32:00,26.78152,80.91285,FRAUD
CRAVE-00273,2026-01-06T22:58:00,26.84957,80.92429,ROBBERY
CRAVE-00274,2026-03-19T23:32:00,26.74414,80.8299,THEFT
CRAVE-00275,2026-02-14T06:05:00,26.80073,80.84761,BURGLARY
CRAVE-00276,2026-02-26T22:33:00,26.80364,80.8454,ROBBERY
CRAVE-00277,2026-02-06T20:26:00,26.84391,80.92862,THEFT
CRAVE-00278,2026-03-23T04:21:00,26.73055,80.83512,FRAUD
CRAVE-00279,2026-02-19T17:16:00,26.8358,80.92505,VANDALISM
CRAVE-00280,2026-01-20T18:05:00,26.81324,80.84263,ROBBERY
CRAVE-00281,2026-02-10T04:44:00,26.82594,80.84063,FRAUD
CRAVE-00282,2026-01-11T17:35:00,26.78027,80.94667,BURGLARY
CRAVE-00283,2026-03-28T06:53:00,26.87154,80.97955,VANDALISM
CRAVE-00284,2026-01-13T04:42:00,26.78775,80.87789,ROBBERY
CRAVE-00285,2026-02-09T13:13:00,26.77468,80.94258,BURGLARY
CRAVE-00286,2026-01-29T12:09:00,26.73235,80.95511,THEFT
CRAVE-00287,2026-03-07T01:53:00,26.83818,80.90425,FRAUD
CRAVE-00288,2026-02-14T03:08:00,26.81556,80.84468,BURGLARY
CRAVE-00289,2026-03-31T03:51:00,26.86442,80.93539,THEFT
CRAVE-00290,2026-02-22T19:43:00,26.83513,80.97513,VANDALISM
CRAVE-00291,2026-02-07T07:50:00,26.79183,80.90544,ROBBERY
CRAVE-00292,2026-03-02T14:23:00,26.82853,80.91127,ASSAULT
CRAVE-00293,2026-03-01T17:49:00,26.7811,80.90439,BURGLARY
CRAVE-00294,2026-01-27T03:08:00,26.85968,80.82835,ASSAULT
CRAVE-00295,2026-02-18T01:59:00,26.73641,80.95534,THEFT
CRAVE-00296,2026-02-06T10:48:00,26.74565,80.89189,VANDALISM
CRAVE-00297,2026-01-19T21:05:00,26.87143,80.85553,ASSAULT
CRAVE-00298,2026-02-14T08:26:00,26.72852,80.90032,BURGLARY
CRAVE-00299,2026-02-19T10:23:00,26.75593,80.87099,THEFT
CRAVE-00300,2026-03-25T18:50:00,26.74337,80.82613,ASSAULT
CRAVE-00301,2026-03-31T12:48:00,26.83289,80.89178,THEFT
CRAVE-00302,2026-01-11T08:16:00,26.7545,80.84392,FRAUD
CRAVE-00303,2026-03-20T00:27:00,26.73779,80.8661,ROBBERY
CRAVE-00304,2026-01-16T09:15:00,26.78717,80.94702,ASSAULT
CRAVE-00305,2026-01-09T11:53:00,26.86482,80.91548,THEFT
CRAVE-00306,2026-03-23T00:36:00,26.75871,80.84297,ASSAULT
CRAVE-00307,2026-01-02T03:22:00,26.75849,80.88665,FRAUD
CRAVE-00308,2026-03-27T10:33:00,26.87594,80.83083,VANDALISM
CRAVE-00309,2026-03-12T00:50:00,26.87813,80.90866,ASSAULT
CRAVE-00310,2026-03-02T09:40:00,26.7819,80.87973,FRAUD
CRAVE-00311,2026-01-03T19:50:00,26.73081,80.85858,FRAUD
CRAVE-00312,2026-03-22T11:49:00,26.8131,80.94107,BURGLARY
CRAVE-00313,2026-01-06T19:34:00,26.77417,80.92285,FRAUD
CRAVE-00314,2026-03-02T06:30:00,26.82108,80.94984,THEFT
CRAVE-00315,2026-02-28T09:18:00,26.75225,80.94658,THEFT
CRAVE-00316,2026-02-10T17:32:00,26.78372,80.95046,ASSAULT
CRAVE-00317,2026-02-02T09:48:00,26.8235,80.86578,THEFT
CRAVE-00318,2026-03-25T18:17:00,26.73992,80.87888,ASSAULT
CRAVE-00319,2026-02-26T20:21:00,26.8758,80.89939,ASSAULT
CRAVE-00320,2026-02-18T00:17:00,26.84818,80.93633,THEFT
CRAVE-00321,2026-02-26T03:52:00,26.74887,80.867,THEFT
CRAVE-00322,2026-01-11T18:42:00,26.7673,80.89135,FRAUD
CRAVE-00323,2026-02-24T13:44:00,26.79103,80.89154,FRAUD
CRAVE-00324,2026-02-16T03:27:00,26.76393,80.9768,THEFT
CRAVE-00325,2026-01-11T05:40:00,26.78499,80.90209,FRAUD
CRAVE-00326,2026-03-28T13:01:00,26.74284,80.91721,ASSAULT
CRAVE-00327,2026-01-05T12:04:00,26.75776,80.92323,ROBBERY
CRAVE-00328,2026-02-20T02:02:00,26.81682,80.92865,ROBBERY
CRAVE-00329,2026-02-17T22:48:00,26.7323,80.84203,ROBBERY
CRAVE-00330,2026-02-20T18:41:00,26.76459,80.97368,THEFT
CRAVE-00331,2026-01-24T23:33:00,26.78192,80.90987,ROBBERY
CRAVE-00332,2026-02-04T06:28:00,26.75433,80.9179,FRAUD
CRAVE-00333,2026-03-04T14:07:00,26.74172,80.83185,BURGLARY
CRAVE-00334,2026-02-26T10:51:00,26.82911,80.95528,ROBBERY
CRAVE-00335,2026-03-27T19:45:00,26.73039,80.90675,ROBBERY
CRAVE-00336,2026-01-22T06:45:00,26.86837,80.92203,ROBBERY
CRAVE-00337,2026-03-07T15:07:00,26.87762,80.94673,BURGLARY
CRAVE-00338,2026-03-05T08:23:00,26.80864,80.87903,VANDALISM
CRAVE-00339,2026-01-18T03:56:00,26.73379,80.86949,FRAUD
CRAVE-00340,2026-03-04T00:26:00,26.84307,80.95173,THEFT
CRAVE-00341,2026-01-17T18:41:00,26.73187,80.89453,VANDALISM
CRAVE-00342,2026-02-14T12:56:00,26.85265,80.90821,VANDALISM
CRAVE-00343,2026-01-24T12:27:00,26.80046,80.95891,THEFT
CRAVE-00344,2026-03-08T12:19:00,26.74635,80.87163,FRAUD
CRAVE-00345,2026-01-29T19:33:00,26.86319,80.95535,ROBBERY
CRAVE-00346,2026-01-27T04:35:00,26.76391,80.92,VANDALISM
CRAVE-00347,2026-03-10T10:32:00,26.82256,80.91469,VANDALISM
CRAVE-00348,2026-01-20T13:42:00,26.81992,80.96432,ROBBERY
CRAVE-00349,2026-03-14T09:52:00,26.8582,80.833,FRAUD
CRAVE-00350,2026-03-15T16:41:00,26.75373,80.91154,VANDALISM
CRAVE-00351,2026-03-23T08:31:00,26.86224,80.90729,FRAUD
CRAVE-00352,2026-02-08T23:15:00,26.84875,80.9296,ROBBERY
CRAVE-00353,2026-02-28T10:44:00,26.72959,80.89034,ASSAULT
CRAVE-00354,2026-03-01T14:21:00,26.81707,80.87001,FRAUD
CRAVE-00355,2026-02-11T07:55:00,26.77526,80.88379,ROBBERY
CRAVE-00356,2026-03-08T01:06:00,26.77106,80.89464,ROBBERY
CRAVE-00357,2026-02-27T15:09:00,26.73549,80.86643,ASSAULT
CRAVE-00358,2026-03-20T21:15:00,26.87403,80.96437,ROBBERY
CRAVE-00359,2026-03-16T07:20:00,26.75037,80.84549,VANDALISM
CRAVE-00360,2026-03-01T23:56:00,26.76937,80.82371,ASSAULT
CRAVE-00361,2026-03-06T22:15:00,26.75442,80.87646,THEFT
CRAVE-00362,2026-02-06T23:38:00,26.86117,80.92468,ASSAULT
